TotalCharges,tenure,MonthlyCharges,PaymentMethod_Electronic check,InternetService_Fiber optic,Contract_Two year,gender_Male,OnlineSecurity_Yes,PaperlessBilling_Yes,Partner_Yes,TechSupport_Yes,Contract_One year,OnlineBackup_Yes,SeniorCitizen,MultipleLines_Yes
6038.55,67,89.55,True,True,False,True,True,False,True,True,True,True,0,True
259.4,5,55.7,False,False,False,True,False,True,True,True,False,False,0,True
324.15,15,24.8,True,False,False,True,False,True,False,False,False,False,0,True
417.65,20,20.0,True,False,False,False,False,False,True,False,False,False,0,False
168.15,3,56.15,False,False,False,True,False,True,True,False,False,True,0,False
5637.85,54,105.2,True,True,False,True,False,True,True,True,True,True,0,True
839.4,42,19.55,False,False,False,True,False,True,False,False,True,False,0,False
769.1,9,79.75,True,True,False,False,False,True,True,False,False,False,0,False
6253.0,63,97.45,False,True,True,False,False,False,False,False,False,True,0,True
1641.8,69,24.25,False,False,True,False,False,False,True,False,False,False,0,True
1678.05,69,24.6,False,False,True,False,False,False,False,False,False,False,0,True
2058.5,40,50.15,False,False,False,True,False,True,True,False,False,True,0,False
2424.5,60,39.6,False,False,True,True,True,False,False,False,False,True,0,False
387.2,4,94.4,False,True,False,False,True,True,False,True,False,False,0,False
6293.45,71,89.85,False,False,True,False,True,False,False,True,False,True,1,True
2839.65,37,78.95,False,True,False,False,False,True,True,False,False,False,0,True
3145.9,32,98.85,False,True,False,True,False,True,True,False,False,True,0,True
2200.7,39,53.85,False,False,True,True,False,True,False,True,False,False,0,True
914.4,38,24.25,True,False,False,False,False,True,False,False,True,False,0,True
4577.75,52,89.45,False,True,True,True,False,True,False,False,False,False,0,True
4997.5,48,105.25,False,True,False,False,True,True,True,False,False,True,0,True
4144.8,70,59.5,False,False,True,True,True,False,True,True,False,False,0,False
1493.55,20,70.55,False,True,False,True,False,False,False,False,False,False,0,False
4179.1,50,82.5,False,False,False,False,True,True,False,True,True,False,0,True
893.55,19,44.85,False,False,False,False,False,True,False,False,True,False,0,False
1611.0,25,61.6,False,False,False,True,True,True,True,False,True,True,0,False
593.05,12,49.05,False,False,False,True,False,True,False,False,False,True,0,False
4284.8,39,105.65,True,True,False,True,False,True,True,False,False,True,1,True
544.55,7,74.65,False,True,False,True,False,False,False,False,False,False,0,False
1533.8,23,66.25,False,False,False,False,True,True,True,True,True,True,0,False
529.8,27,19.4,True,False,False,True,False,True,False,False,False,False,0,False
3865.6,47,86.05,False,True,False,True,False,True,False,False,False,False,1,True
515.75,26,19.15,False,False,True,True,False,True,True,False,False,False,0,False
941.0,14,64.7,False,False,False,False,True,True,True,False,False,False,0,True
1133.65,11,104.05,False,True,False,False,False,True,True,True,False,False,1,True
48.35,2,19.25,False,False,False,True,False,False,False,False,False,False,0,False
2070.05,26,81.95,True,True,False,False,True,False,True,False,False,True,0,False
8333.95,72,114.65,False,True,True,False,True,True,True,True,False,True,1,True
1209.25,63,20.0,False,False,True,False,False,False,True,False,False,False,0,False
1396.25,71,19.8,False,False,True,True,False,False,True,False,False,False,0,False
723.35,11,65.15,False,False,False,True,True,True,True,False,False,False,0,True
228.65,14,19.65,False,False,False,True,False,False,True,False,True,False,1,False
1161.75,13,88.95,False,False,True,False,True,False,False,True,False,True,0,True
98.35,6,20.2,False,False,False,True,False,True,False,False,False,False,0,False
775.3,11,75.2,False,True,False,True,False,True,True,False,False,False,1,True
1074.65,18,56.8,False,False,False,True,False,False,True,False,False,True,0,True
35.55,1,35.55,True,False,False,True,False,True,False,False,False,False,0,False
2324.7,32,75.5,False,True,False,False,True,True,True,False,False,False,0,False
1072.6,29,35.6,False,False,False,True,True,False,False,True,True,False,0,False
170.5,3,60.25,True,False,False,False,False,True,False,False,False,False,0,True
196.9,2,95.15,True,True,False,False,False,True,False,False,False,False,0,True
1162.85,13,96.65,False,True,False,True,False,True,True,False,False,False,0,False
1677.85,41,40.35,True,False,False,False,False,True,False,False,False,True,0,False
18.85,1,18.85,True,False,False,False,False,False,False,False,False,False,0,False
370.4,7,54.85,False,False,False,True,False,False,False,False,False,False,0,False
3410.6,52,64.3,False,False,False,False,True,True,True,False,True,False,0,False
1138.8,45,24.65,False,False,True,False,False,True,True,False,False,False,0,True
5264.25,70,76.1,False,False,True,True,False,False,True,True,False,True,0,True
1005.7,53,18.7,False,False,True,False,False,False,False,False,False,False,0,False
5936.55,62,97.95,False,True,False,False,False,True,True,False,True,True,1,True
5475.9,60,94.1,False,True,False,False,True,True,True,False,False,True,0,True
224.05,3,80.4,True,True,False,False,False,True,True,False,False,False,1,False
2326.05,23,95.1,True,True,False,False,True,True,True,False,False,False,1,False
31.35,1,31.35,False,False,False,True,False,True,False,False,False,True,0,False
4991.5,67,72.35,False,False,False,False,True,True,False,True,True,False,0,False
1052.4,12,89.75,False,True,False,False,False,True,False,False,False,True,0,True
5831.2,71,82.7,False,False,True,False,True,True,True,True,False,True,1,True
510.8,25,19.9,False,False,False,True,False,False,False,False,True,False,0,False
283.95,5,53.8,True,False,False,False,True,True,False,False,False,False,0,True
1295.4,26,51.55,False,False,False,True,False,True,False,False,True,False,0,True
19.65,1,19.65,False,False,False,True,False,False,True,False,True,False,0,False
3011.65,70,44.05,False,False,False,True,False,True,False,False,True,True,1,False
8093.15,72,114.0,True,True,True,True,True,True,True,True,False,True,0,True
5610.25,60,94.4,True,True,False,True,False,True,True,False,True,True,0,False
3217.65,32,100.4,True,True,False,False,False,True,True,False,False,True,1,True
19.85,1,19.85,True,False,False,True,False,True,False,False,False,False,0,False
773.2,14,54.25,False,False,False,False,False,True,False,False,True,True,0,True
1029.35,13,80.0,False,True,False,False,True,True,False,False,False,False,0,True
669.45,6,109.9,False,True,False,False,False,True,False,True,False,True,0,True
3593.8,46,79.2,False,False,True,False,True,False,False,False,False,False,0,True
1553.95,15,101.35,True,True,False,True,False,True,False,True,False,False,0,False
3953.15,43,94.3,True,True,False,True,False,True,True,True,False,True,1,True
1971.15,39,49.8,False,False,True,True,False,True,False,True,False,False,0,False
1236.15,21,60.05,False,False,False,True,False,True,False,False,False,False,1,False
3196.0,57,53.75,True,False,False,True,True,True,False,False,False,False,0,False
4872.2,53,93.45,True,True,False,False,False,True,True,True,True,False,0,False
1500.5,18,87.9,False,True,False,True,True,True,True,False,False,False,0,False
60.15,1,60.15,True,False,False,False,False,True,False,False,False,False,0,True
3478.75,58,61.05,False,False,False,False,True,True,True,True,True,False,0,True
7413.55,71,104.05,False,True,True,False,False,False,False,False,False,False,1,True
3532.0,35,99.25,True,True,False,False,False,True,False,True,True,False,0,False
256.75,3,85.7,False,True,False,True,False,False,False,False,False,False,0,False
3887.25,38,104.85,True,True,False,True,True,True,False,False,True,True,0,True
2490.15,35,69.15,False,False,True,True,True,True,True,True,False,True,0,True
593.45,7,90.45,True,True,False,True,False,True,False,False,False,False,0,True
3510.3,47,74.45,False,False,True,False,False,False,False,True,False,False,0,False
765.45,14,50.45,True,False,False,False,False,False,False,False,False,True,0,False
1259.35,20,60.0,True,False,False,False,False,True,True,False,False,True,1,False
5538.35,66,85.25,True,False,True,True,True,False,True,True,False,True,0,True
340.85,15,19.45,False,False,False,True,False,True,True,False,False,False,0,False
844.45,42,20.75,False,False,True,False,False,True,False,False,False,False,0,False
1348.95,17,78.9,True,True,False,False,True,False,True,False,False,False,0,True
3778.0,37,104.5,False,True,False,True,False,True,False,True,True,True,0,True
611.65,12,49.4,True,False,False,False,False,True,False,False,False,True,0,False
4867.95,53,94.25,False,True,False,True,False,True,True,False,True,True,0,False
1505.05,60,25.0,False,False,True,False,False,False,False,False,False,False,0,True
467.85,18,25.55,False,False,False,True,False,False,True,False,False,False,0,False
74.9,1,74.9,True,True,False,True,False,True,False,False,False,False,0,True
194.2,3,70.15,True,True,False,False,False,True,False,False,False,False,0,False
571.45,9,69.4,False,False,False,False,False,True,False,True,False,False,0,False
80.25,1,80.25,True,True,False,False,False,True,False,False,False,False,0,False
5253.95,56,93.15,True,True,False,True,True,True,True,False,True,True,0,True
1149.65,17,69.0,True,True,False,True,False,True,True,False,False,False,0,False
740.8,11,66.35,True,False,False,False,False,True,True,True,False,False,0,True
521.35,7,69.55,True,True,False,True,False,True,False,False,False,False,0,False
1412.65,69,20.2,False,False,True,False,False,False,True,False,False,False,0,False
1532.45,19,86.0,False,True,False,True,False,True,False,False,False,False,0,True
250.05,3,80.3,True,True,False,False,False,True,True,False,False,False,0,False
1090.6,54,20.4,False,False,True,True,False,False,True,False,False,False,0,False
1446.8,62,23.75,False,False,False,True,False,True,True,False,True,False,0,True
2282.55,24,90.55,False,True,False,True,False,True,False,False,False,True,0,True
4300.45,62,70.45,False,False,False,False,False,True,True,False,False,False,0,True
1111.2,17,65.75,False,False,False,True,True,False,False,False,False,False,0,True
190.1,9,24.6,False,False,False,True,False,True,False,False,False,False,0,False
4447.75,64,69.25,False,False,True,True,True,False,True,True,False,False,0,False
143.35,2,75.9,True,True,False,False,False,True,False,False,False,False,0,True
45.85,1,45.85,False,False,False,True,False,True,True,False,False,False,0,False
810.2,16,49.95,True,False,False,False,False,True,True,True,False,False,0,False
1830.05,72,24.65,False,False,True,False,False,False,True,False,False,False,0,True
2820.65,30,90.4,False,True,False,True,True,False,False,False,True,True,0,True
4847.35,49,100.85,False,True,False,False,True,True,True,False,False,False,0,True
4729.3,61,75.35,False,False,True,True,True,False,True,True,False,False,0,True
4017.45,47,87.2,True,True,False,True,False,False,True,False,False,True,0,True
1398.6,20,64.4,False,False,False,True,True,False,False,False,False,False,0,False
2564.3,34,78.3,True,True,False,True,False,False,True,False,False,False,0,False
1685.9,70,24.7,False,False,True,False,False,False,True,False,False,False,0,True
5826.65,54,105.85,True,True,False,True,True,True,False,True,True,True,0,False
6066.55,61,98.3,False,True,False,True,False,True,True,True,True,True,1,True
228.4,3,76.95,True,True,False,True,False,True,False,False,False,False,0,True
270.2,13,19.45,False,False,False,True,False,False,False,False,True,False,0,False
1529.2,16,96.15,True,True,False,False,False,True,False,False,False,False,1,True
168.6,3,58.7,False,False,False,False,False,True,True,False,False,True,0,False
536.35,25,20.15,False,False,False,True,False,True,False,False,False,False,0,False
1888.45,30,64.5,False,False,False,True,True,True,False,False,False,False,0,True
629.35,21,28.5,True,False,False,False,True,False,True,False,False,False,0,False
45.3,1,45.3,True,False,False,True,False,False,False,False,False,False,0,False
289.3,15,19.4,False,False,False,False,False,False,False,False,False,False,0,False
2117.25,23,90.45,True,True,False,True,False,True,True,False,False,False,1,False
4730.9,45,105.15,True,True,False,False,True,True,True,False,False,True,0,True
2033.05,24,83.15,False,True,False,False,False,False,True,False,True,True,0,True
987.95,11,90.15,True,True,False,False,False,False,False,True,False,False,0,True
45.05,1,45.05,False,False,False,True,False,False,False,False,False,False,0,False
5744.35,56,103.2,False,True,True,False,False,False,True,True,False,False,0,True
75.8,1,75.8,True,True,False,False,False,False,False,False,False,True,0,False
19.45,1,19.45,True,False,False,True,False,False,False,False,False,False,0,False
523.15,7,79.3,True,True,False,False,False,True,False,False,False,False,0,False
4805.3,55,88.8,False,True,True,False,False,False,True,True,False,False,1,False
59.05,2,30.9,True,False,False,False,False,True,False,True,False,False,0,False
6110.75,72,85.9,False,False,True,False,True,True,True,True,False,False,0,True
1596.6,45,34.2,True,False,False,False,False,False,False,False,True,False,1,False
1046.2,47,20.15,False,False,True,False,False,False,False,False,False,False,0,False
4424.2,46,95.25,False,True,False,False,False,False,False,False,True,True,1,False
92.75,2,50.3,False,False,False,True,False,True,False,False,False,True,0,False
194.55,2,80.15,True,True,False,False,True,True,True,True,False,False,0,False
612.1,12,51.25,True,False,False,False,False,True,True,False,False,True,0,False
6127.6,68,89.6,False,True,False,False,False,True,True,False,False,True,1,True
6671.7,69,95.2,False,True,True,True,False,True,True,True,False,False,0,False
5264.3,56,94.8,False,True,False,True,True,False,False,False,True,False,1,False
303.7,4,80.25,True,True,False,False,True,True,False,False,False,False,1,True
4818.8,64,76.1,False,False,True,True,False,True,True,True,False,True,0,True
6448.05,59,110.15,True,True,False,True,True,True,True,False,True,True,0,True
7159.05,62,115.55,False,True,True,True,True,False,True,True,False,True,0,True
1574.5,63,24.65,False,False,True,True,False,False,True,False,False,False,0,True
2879.2,53,53.6,True,False,False,False,True,True,False,True,True,True,0,False
86.05,5,19.45,False,False,False,True,False,False,True,False,False,False,0,False
4159.45,49,88.2,True,True,False,True,True,True,True,False,False,True,1,True
6638.35,62,101.15,False,True,True,False,True,True,True,False,False,False,0,True
3112.05,55,56.8,False,False,True,False,True,False,True,True,False,True,0,False
7168.25,71,99.4,True,True,True,False,True,True,True,True,False,True,1,False
1326.25,72,20.1,False,False,True,False,False,True,True,False,False,False,0,False
2234.55,36,60.7,False,False,False,True,True,False,True,True,True,False,0,False
495.15,25,20.95,False,False,False,True,False,True,True,False,True,False,0,False
8317.95,72,114.85,False,True,True,False,True,True,True,True,False,True,1,True
679.8,36,19.25,False,False,False,False,False,True,False,False,True,False,0,False
62.8,1,62.8,False,False,False,True,False,True,False,False,False,False,0,False
7544.0,72,105.5,True,True,True,False,True,True,True,False,False,False,0,True
1188.25,59,19.85,False,False,True,True,False,False,True,False,False,False,0,False
676.7,7,89.5,True,True,False,True,False,True,True,False,False,False,1,False
74.1,1,74.1,False,False,False,False,False,False,False,True,True,False,0,False
3242.5,30,107.5,True,True,False,False,False,True,True,True,False,True,0,True
1240.15,64,19.55,False,False,True,True,False,False,False,False,False,False,0,False
4111.35,63,68.8,False,False,False,True,True,False,False,True,True,True,0,True
5899.85,72,84.45,False,False,True,True,True,False,True,False,False,True,1,True
632.95,8,75.0,True,True,False,True,True,False,True,False,False,False,0,False
5193.2,62,84.5,False,False,True,False,False,False,False,True,False,True,0,True
7530.8,67,111.2,False,True,True,True,False,True,True,True,False,True,0,True
270.95,6,44.75,True,False,False,True,False,False,False,False,False,False,0,False
5460.2,70,80.6,False,False,True,False,True,True,True,True,False,False,0,True
1614.2,20,80.7,False,True,False,False,False,False,False,False,False,False,1,False
402.5,5,75.6,True,True,False,False,False,False,False,False,False,False,0,True
1367.75,24,57.6,True,False,False,False,True,False,True,False,True,True,0,False
483.7,11,44.05,True,False,False,False,False,True,True,False,False,False,0,False
7962.2,72,110.6,False,True,True,True,False,True,True,True,False,True,0,True
3810.8,66,58.2,False,False,True,False,True,True,True,True,False,True,0,False
3533.6,45,81.0,False,False,True,False,True,True,True,True,False,False,0,False
1396.9,69,19.7,False,False,True,False,False,False,True,False,False,False,0,False
1345.55,15,85.6,False,True,False,True,False,True,True,False,False,False,1,True
1646.45,28,59.55,False,False,False,False,False,True,False,False,False,False,0,False
8127.6,70,115.55,False,True,False,False,True,False,False,True,True,True,0,True
2680.15,36,75.55,False,False,False,False,True,True,False,True,True,True,0,False
1281.0,16,86.6,True,True,False,True,False,True,False,False,False,False,1,True
1553.9,18,85.2,True,True,False,False,False,True,False,False,False,False,0,True
3207.55,34,97.65,True,True,False,False,False,True,True,False,False,False,0,True
2049.05,42,45.1,False,False,False,True,False,True,True,False,True,True,0,False
3629.2,48,70.95,False,False,False,True,True,True,False,True,True,False,0,True
5124.55,47,109.55,True,True,False,True,False,True,True,True,False,True,0,True
3474.45,39,89.55,True,True,False,False,False,True,True,True,True,True,0,True
202.3,11,20.9,False,False,True,False,False,False,True,False,False,False,0,False
147.5,7,19.95,False,False,False,True,False,True,False,False,False,False,0,False
86.35,3,24.6,False,False,False,False,False,False,False,False,False,False,0,True
579.0,8,66.7,True,False,False,True,True,True,False,False,False,False,0,False
19.45,1,19.45,False,False,False,True,False,True,False,False,False,False,0,False
3131.55,32,94.8,False,True,False,True,True,False,True,False,True,True,0,False
3928.3,60,65.85,False,False,False,True,True,True,True,True,True,True,0,False
187.75,10,19.95,False,False,False,False,False,True,True,False,False,False,0,False
1710.15,71,24.65,False,False,True,False,False,True,True,False,False,False,0,True
76.35,4,20.35,False,False,False,False,False,False,True,False,False,False,0,False
69.25,1,69.25,True,True,False,False,False,True,False,False,False,False,1,False
2151.6,43,51.25,False,False,False,False,True,True,True,True,True,True,0,False
5961.1,59,99.5,False,True,False,True,False,True,True,False,True,False,0,True
1221.55,23,54.25,True,False,False,False,False,False,True,True,False,False,0,False
1496.45,72,19.4,False,False,True,False,False,False,True,False,False,False,0,False
1292.2,22,56.25,False,False,False,True,True,True,True,True,True,False,0,False
25.15,1,25.15,False,False,False,False,False,True,False,False,False,False,0,False
1713.1,69,23.95,False,False,True,True,False,False,False,False,False,False,0,True
1748.9,50,35.4,False,False,False,True,True,True,False,True,True,False,0,False
25.2,1,25.2,True,False,False,False,False,True,False,False,False,False,1,False
96.45,2,45.0,False,False,False,True,False,True,False,False,False,False,0,False
1114.55,15,75.35,False,True,False,False,False,False,True,False,False,True,0,False
609.1,31,20.4,False,False,True,True,False,False,False,False,False,False,0,False
20.15,1,20.15,False,False,False,True,False,False,False,False,False,False,0,False
7133.25,66,105.0,False,True,False,True,False,True,True,False,False,True,0,True
1397.475,0,56.05,False,False,True,False,True,False,True,True,False,True,0,False
169.45,3,54.7,False,False,False,True,False,True,False,False,False,False,0,False
141.6,8,20.0,False,False,True,False,False,False,False,False,False,False,0,False
4688.65,64,73.05,False,False,False,True,True,True,True,False,True,False,0,False
563.05,28,20.5,False,False,False,False,False,False,True,False,False,False,0,False
5985.0,57,100.75,False,True,False,False,False,True,True,False,True,False,0,True
1258.6,14,87.25,True,True,False,False,False,True,True,False,False,False,0,True
373.5,19,19.95,False,False,True,True,False,True,False,False,False,False,0,False
857.2,10,79.95,True,True,False,True,False,True,True,False,False,False,0,False
2553.35,51,49.65,True,False,False,False,False,True,True,False,False,True,0,False
4322.85,67,65.65,False,False,True,False,True,False,True,False,False,True,0,True
250.8,11,20.45,True,False,False,True,False,True,True,False,False,False,0,False
4549.05,72,60.95,False,False,True,True,True,False,True,True,False,False,0,False
1359.5,66,20.35,True,False,False,True,False,True,True,False,True,False,0,False
1639.3,18,88.35,True,True,False,False,False,True,False,True,False,False,0,True
178.85,9,19.5,True,False,False,False,False,True,False,False,False,False,0,False
633.85,9,75.2,False,True,False,False,False,True,False,False,False,False,0,True
5315.1,48,111.45,False,True,False,True,True,True,True,False,False,True,0,True
735.5,10,70.15,False,True,False,True,False,False,False,False,False,False,0,False
889.9,9,94.75,True,True,False,False,False,True,False,False,False,False,0,True
1290.0,13,95.05,True,True,False,False,False,True,False,False,False,False,1,True
330.05,4,78.45,True,True,False,True,False,False,False,False,False,True,0,True
237.95,4,70.2,True,True,False,True,False,True,False,False,False,False,0,False
6474.4,72,92.0,False,False,True,False,True,False,True,True,False,True,0,True
4421.95,51,85.5,False,False,True,False,True,False,True,True,False,True,0,False
2452.7,59,41.05,False,False,False,True,False,True,True,False,False,True,0,False
813.85,10,85.6,True,True,False,True,False,True,True,False,False,False,0,True
4904.85,61,82.15,True,True,False,True,False,True,True,False,False,True,1,True
4484.05,54,84.4,True,True,False,True,True,False,False,True,True,False,0,False
2033.85,33,60.9,False,False,False,False,True,True,False,False,False,True,0,True
538.2,27,20.25,False,False,True,False,False,True,False,False,False,False,0,False
79.2,1,79.2,True,True,False,False,False,True,False,False,False,False,1,False
2192.9,23,95.3,False,True,False,True,False,False,False,False,False,True,0,False
19.85,1,19.85,False,False,False,True,False,False,False,False,False,False,0,False
3858.05,45,84.35,False,False,True,True,True,True,True,True,False,True,0,False
854.8,39,19.85,False,False,True,False,False,True,True,False,False,False,0,False
347.4,5,70.0,False,False,False,True,False,True,False,False,True,False,0,False
5815.15,72,82.3,False,False,True,True,True,False,True,True,False,True,0,True
3970.4,58,66.8,False,False,False,False,False,True,True,False,False,True,0,True
3058.15,70,44.6,False,False,True,False,True,True,False,True,False,True,0,False
6145.2,61,98.45,False,True,False,True,False,True,True,True,True,True,0,False
129.2,2,70.7,False,True,False,True,False,False,False,False,False,False,0,False
1165.9,46,24.95,False,False,False,False,False,False,True,False,True,False,0,True
49.95,1,49.95,False,False,False,False,False,True,False,False,False,False,0,True
1554.0,22,69.25,True,True,False,False,False,True,True,False,False,False,0,False
4904.25,48,102.5,False,True,True,False,True,True,False,True,False,False,0,False
5632.55,64,86.55,False,False,True,True,False,False,False,True,False,True,0,True
1643.25,72,24.3,False,False,True,True,False,False,True,False,False,False,0,True
740.55,12,58.35,False,False,False,False,False,True,True,False,False,False,0,False
3217.55,34,94.25,True,True,False,False,False,True,True,False,False,True,1,True
4888.2,72,68.75,False,False,True,False,True,False,True,False,False,True,0,False
2440.25,29,85.8,True,True,False,True,False,True,True,False,False,True,0,True
620.55,33,20.1,False,False,False,True,False,False,True,False,True,False,0,False
20.35,1,20.35,False,False,False,False,False,False,False,False,False,False,0,False
6840.95,62,110.8,True,True,False,False,False,True,True,True,True,True,0,True
3001.2,41,73.0,True,False,False,True,False,True,True,False,True,False,0,True
6254.2,64,100.05,False,True,False,False,False,True,False,False,True,False,0,True
319.6,4,82.85,False,True,False,False,False,True,False,False,False,False,0,False
1938.05,24,84.35,True,True,False,False,True,True,False,True,False,False,0,True
294.5,14,19.55,False,False,False,False,False,False,True,False,True,False,0,False
58.3,3,19.95,False,False,False,True,False,False,False,False,False,False,0,False
442.85,4,99.8,False,True,False,False,False,True,False,False,False,True,1,False
553.0,18,35.0,True,False,False,False,False,True,False,False,False,False,0,False
546.45,8,66.25,True,False,False,True,False,True,False,False,False,False,0,False
797.1,35,23.3,False,False,True,False,False,False,False,False,False,False,0,True
76.0,1,76.0,True,True,False,False,False,False,False,False,False,False,0,True
1673.8,66,25.3,False,False,True,True,False,True,False,False,False,False,0,True
343.45,8,44.55,False,False,True,True,True,True,False,True,False,False,0,False
7412.25,71,104.1,False,True,False,False,True,True,True,False,True,False,0,True
4039.0,43,92.55,False,True,False,False,False,True,True,False,False,False,0,True
170.85,2,93.85,True,True,False,False,False,True,False,False,False,False,1,True
2948.6,29,101.45,False,True,False,True,False,True,False,False,False,True,1,False
1308.4,15,84.3,True,True,False,False,False,True,True,False,False,False,0,False
6078.75,65,94.55,False,True,True,True,True,False,True,True,False,True,0,True
3418.2,35,95.5,True,True,False,True,False,False,False,True,False,False,0,True
6603.8,64,100.3,False,True,False,True,True,True,False,False,True,True,0,False
3166.9,58,55.5,False,False,True,False,False,True,True,True,False,False,0,False
865.75,18,49.85,False,False,False,False,False,True,False,False,False,True,1,False
6373.1,67,89.55,False,True,False,True,False,True,True,False,False,True,0,True
1177.05,63,19.15,False,False,True,True,False,True,True,False,False,False,0,False
5985.75,60,99.8,True,True,False,False,False,True,True,False,False,True,0,True
732.5,9,84.4,False,True,False,True,False,True,False,False,False,False,1,True
7869.05,70,113.05,False,True,True,False,True,True,True,True,False,True,0,True
1504.05,15,101.1,True,True,False,True,False,True,True,False,False,False,0,True
936.7,48,19.95,False,False,False,False,False,False,False,False,True,False,0,False
741.4,12,74.15,True,False,False,True,False,True,True,True,False,False,0,False
6585.2,71,92.0,True,True,False,True,True,True,True,True,True,True,1,True
3122.4,44,73.85,True,True,False,True,False,False,False,False,False,False,1,False
50.45,1,50.45,True,False,False,True,False,True,False,False,False,False,0,True
1088.25,45,24.45,False,False,True,True,False,False,True,False,False,False,0,True
615.35,23,24.8,False,False,False,False,False,False,False,False,True,False,0,True
2908.2,43,64.85,False,False,False,False,False,True,True,True,True,False,0,True
739.9,35,20.75,False,False,False,True,False,False,False,False,False,False,0,False
593.85,9,68.95,False,False,False,True,True,True,True,True,False,True,0,False
1132.75,12,99.95,False,True,False,True,False,True,False,True,False,False,0,True
7227.45,65,109.4,False,True,False,False,True,True,True,False,False,True,1,True
193.6,2,91.4,True,True,False,False,False,True,False,False,False,False,0,True
1291.35,27,49.0,False,False,False,True,False,False,False,False,False,False,0,True
2023.55,40,50.25,False,False,False,False,False,True,False,False,True,False,0,False
349.65,5,75.55,False,True,False,False,False,True,False,False,False,False,1,False
153.95,8,19.9,False,False,False,True,False,False,True,False,True,False,0,False
5458.8,58,97.8,False,True,False,False,False,True,True,False,True,True,1,True
5244.45,52,100.3,True,True,False,False,True,False,True,False,True,False,0,False
154.55,3,55.8,False,False,False,True,False,True,True,True,False,False,0,False
4507.15,41,111.15,True,True,True,True,True,True,False,True,False,True,0,False
2031.95,20,98.55,False,True,False,True,False,True,False,True,False,False,0,True
50.05,1,50.05,True,False,False,True,False,True,False,False,False,False,0,True
332.45,4,80.8,False,True,False,True,False,False,False,True,False,False,0,True
473.9,23,20.85,True,False,False,True,False,False,False,False,False,False,0,False
106.8,6,19.5,False,False,False,False,False,False,False,False,False,False,1,False
152.6,8,19.35,False,False,False,True,False,True,True,False,False,False,0,False
1199.4,18,69.5,False,False,False,True,True,False,False,False,False,False,0,True
2555.05,52,48.8,False,False,False,True,True,True,False,False,False,False,1,False
2979.2,31,94.5,True,True,False,True,False,True,False,False,False,True,0,False
654.85,29,20.65,False,False,False,True,False,True,True,False,False,False,0,False
3834.4,36,106.05,False,True,True,False,True,True,True,True,False,True,0,True
1534.75,16,100.0,True,True,False,False,False,True,True,False,False,True,0,True
4586.15,42,108.3,True,True,False,True,False,True,True,True,True,False,0,True
20.55,1,20.55,True,False,False,True,False,False,False,False,False,False,0,False
5941.05,60,99.65,True,True,True,False,False,True,False,False,False,True,0,False
424.15,5,85.3,True,True,False,True,False,True,False,False,False,True,0,True
2234.95,22,95.9,False,True,False,True,True,False,True,True,False,False,0,True
666.75,36,20.0,False,False,False,True,False,False,True,False,True,False,0,False
281.0,4,70.4,True,True,False,False,False,False,False,False,False,False,0,False
547.8,9,64.95,False,False,False,True,True,False,False,True,False,False,0,False
74.6,1,74.6,False,True,False,True,False,False,True,False,False,True,0,False
571.15,12,49.2,True,False,False,True,True,True,True,False,False,False,0,False
1756.6,23,73.75,False,False,False,False,False,True,False,True,True,False,0,True
5731.45,62,92.3,False,True,False,True,True,True,False,False,True,True,0,True
3475.55,37,98.8,False,True,False,True,False,False,False,True,False,False,0,True
156.85,8,19.2,False,False,False,False,False,False,False,False,False,False,0,False
2683.2,31,88.65,False,True,False,True,False,False,True,False,False,False,0,True
896.75,13,74.4,False,True,False,True,False,True,True,False,False,False,0,True
2407.3,24,98.75,True,True,False,False,False,True,False,False,False,False,0,True
4456.65,45,95.95,False,True,False,True,False,True,True,False,False,True,0,True
6998.95,69,105.4,False,True,True,False,False,False,True,True,False,True,1,True
36.8,2,20.25,False,False,False,True,False,False,False,False,False,False,0,False
6547.7,61,106.0,True,True,False,True,True,True,True,False,True,True,0,True
4346.4,41,104.7,True,True,False,True,False,True,False,False,False,True,0,True
2265.0,44,49.05,True,False,False,False,False,True,False,False,True,False,0,False
1309.15,39,35.55,False,False,False,True,False,False,False,True,True,False,0,False
4754.3,72,65.1,False,False,True,True,True,True,True,True,False,True,0,False
1235.55,13,96.85,True,True,False,False,False,True,False,False,False,False,1,False
3562.5,51,69.75,False,False,False,False,True,True,True,True,True,True,0,False
7213.75,71,99.2,True,True,True,False,False,True,True,False,False,True,1,False
2082.95,22,96.7,True,True,False,True,False,True,False,False,False,False,1,True
102.75,2,55.05,False,False,False,False,False,True,False,True,False,True,0,False
5914.4,56,106.8,True,True,False,False,False,True,False,False,True,True,0,True
51.25,1,51.25,False,False,False,True,True,False,False,False,False,False,0,False
1282.85,23,57.75,False,False,False,False,True,True,True,True,True,True,0,False
4738.85,66,70.85,False,False,False,False,False,True,True,False,True,True,1,True
19.55,1,19.55,False,False,False,False,False,False,False,False,False,False,0,False
1775.8,19,88.2,True,True,False,True,False,True,False,False,False,True,1,True
795.65,11,79.5,False,True,False,True,True,True,False,False,False,False,0,False
145.0,8,19.75,False,False,False,False,False,True,True,False,True,False,0,False
4993.4,52,98.15,False,True,False,False,True,False,True,False,False,True,0,True
61.45,3,20.25,True,False,False,True,False,True,False,False,False,False,0,False
4018.55,51,79.15,False,True,False,False,True,True,True,False,False,True,0,False
